1,8769667,"Git client vulnerability announced",https://github.com/blog/1938-git-client-vulnerability-announced
2,8769239,"German researchers discover flaw that could let anyone listen to cell calls",http://www.washingtonpost.com/blogs/the-switch/wp/2014/12/18/german-researchers-discover-a-flaw-that-could-let-anyone-listen-to-your-cell-calls-and-read-your-texts/
3,8767475,"PostgreSQL 9.4 Released",http://www.postgresql.org/about/news/1557/
4,8767203,"EFF in Court to Argue NSA Collection from Internet Backbone Is Unconstitutional",https://www.eff.org/press/releases/eff-court-argue-nsa-data-collection-internet-backbone-unconstitutional
5,8769414,"Content, Forever",http://tinysubversions.com/contentForever/
6,8768372,"The pitch deck that helped us get an $865M valuation",https://mixpanel.com/blog/2014/12/18/open-sourcing-our-pitch-deck-that-helped-us-get-our-865m-valuation
7,8769905,"âMastering Emacsâ ebook announced",http://www.masteringemacs.org/book
8,8768022,"Amethyst â A tiling window manager for OS X",http://ianyh.com/amethyst/
9,8768775,"A Japanese inn owned by the same family for 1,300 years [video]",http://vimeo.com/114879061
10,8769377,"âThe Go tree is now open for general workâ",https://groups.google.com/forum/#!topic/golang-dev/otCULnOjs7I
11,8767449,"Amazon Unveils One-Hour Delivery Service",http://www.wsj.com/articles/amazon-com-launches-superfast-delivery-in-nyc-1418903192?mod=e2tw
12,8768384,"Mixpanel (YC S09) Raises $65M to Build Predictive Data Tech",http://www.wsj.com/articles/BL-VCDB-16129
13,8769761,"Safe way to upload files to Dropbox from an untrusted computer",https://github.com/frontsideair/dropboxwindow
14,8768886,"The inventor of the SR-71's rules for project management",https://en.wikipedia.org/wiki/Kelly_Johnson_%28engineer%29#Kelly_Johnson.27s_14_Rules_of_Management
15,8768754,"Female Founders Conference 2015 applications are open",http://blog.ycombinator.com/female-founders-conference-2015-applications-are-open
16,8768407,"Extracting My Data from the Microsoft Band",http://jeffhuang.com/extracting_my_data_from_the_microsoft_band.html
17,8769774,"A Complete List of .Gov Domains",https://18f.gsa.gov/2014/12/18/a-complete-list-of-gov-domains/
18,8769448,"China must act, but Africa needs to take the lead to stop ivory trade",http://www.theguardian.com/environment/africa-wild/2014/dec/09/china-must-act-but-africa-take-the-lead-in-stopping-ivory-trade
19,88888888,"Airware (YC W13) is building commercial drones in downtown SF",item?id=8769542
20,8768314,"How We Email Hardware to Space",https://medium.com/backchannel/how-we-email-hardware-to-space-7d46eed00c98
21,8769209,"The Story of Siri, by its founder [video]",https://wit.ai/blog/2014/12/18/adam-keynote
22,8769597,"C.I.A. Mole, Now Out of Prison, Helped U.S. Identify Cuban Spies",http://www.nytimes.com/2014/12/19/world/americas/cia-mole-now-out-of-prison-helped-us-identify-cuban-spies.html?hp&action=click&pgtype=Homepage&module=a-lede-package-region&region=top-news&WT.nav=top-news
23,8768236,"Columnarization in Rust",http://www.frankmcsherry.org/columnarization/serialization/rust/2014/12/15/Columnarization-in-Rust.html
24,8766746,"First Experimental Flight of India's Launch Vehicle GSLV Mk-III Successful",http://isro.org/pressrelease/scripts/pressreleasein.aspx?Dec18_2014
25,8769067,"DeepSpeech: Scaling up end-to-end speech recognition",http://arxiv.org/abs/1412.5567
26,8769013,"Introducing the Priceonomics Analysis Engine and API",http://priceonomics.com/introducing-the-priceonomics-analysis-engine-and/
27,8766865,"Show HN: Wysihtml â Open-source rich text editor for web apps",https://github.com/Voog/wysihtml/
28,8769265,"Barcode-in-barcode attacks [pdf]",https://www.iseclab.org/people/atrox/qrinception.pdf
29,8767410,"Chance discovery casts new light on the origins of polyphonic music",http://www.theguardian.com/music/2014/dec/17/polyphonic-music-fragment-origins-rewritten
30,8767196,"What to Eat After the Apocalypse",http://nautil.us/issue/101/in-our-nature/what-to-eat-after-the-apocalypse
31,8769925,"The Itch Nobody Can Scratch",https://medium.com/matter-archive/the-itch-nobody-can-scratch-4d980e3ac519?src=longreads
32,8770154,"Meditation associated with preserved telomere length in breast cancer patients",http://www.fastcompany.com/3040039/its-not-just-for-your-brain-meditating-can-actually-change-your-dna
33,8769702,"State of the MirageOS: an OCaml unikernel [video]",https://www.irill.org/videos/oups-december-2014/MirageOS
34,8769985,"Memo: Open-source note-taking software with hack value",http://www.getmemo.org/